facility_id,month_year,reference_number,manufacturer_catalog_number,vendor_name,tae_spend,tae_units
IN0028,2024-06,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,104.34,4.0
716816,2024-02,40992,2F7114,"CARDINAL HEALTH 414, LLC",8.52,4.0
OH2026,2024-04,40992,2F7114,"CARDINAL HEALTH 414, LLC",37.623,1.0
715647,2024-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,75.9,3.0
819573,2024-02,40992,2F7114,MCKESSON MEDICAL-SURGICAL INC.,107.48,4.0
715183,2024-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,13948.0,550.0
CA2655,2024-03,40992,2F7114,BAXTER HEALTHCARE CORPORATION,938.3199999999999,37.0
821453,2024-03,40992,2F7114,MCKESSON MEDICAL-SURGICAL INC.,53.18,2.0
TX0104,2024-05,40992,2F7114,BAXTER HEALTHCARE CORPORATION,76.08,3.0
758552,2025-08,40992,2F7114,"MEDLINE INDUSTRIES, LP",95.4,3.0
MS0062,2024-12,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1.05,3.0
613009,2025-04,40992,2F7114,"MEDLINE INDUSTRIES, LP",225.96,7.0
AZ2044,2024-04,40992,2F7114,"MEDLINE INDUSTRIES, LP",2943.7040000000006,1395.0
790235,2024-12,40992,2F7114,"MEDLINE INDUSTRIES, LP",250.41999999999996,20.0
658541,2025-10,40992,2F7114,"MEDLINE INDUSTRIES, LP",638.85,15.0
GA2039,2024-10,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",892.3499999999998,27.0
600360,2025-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,27.64,1.0
714817,2025-05,40992,2F7114,CARDINAL HEALTH 213 INC,5676.36,681.0
762764,2024-12,40992,2F7114,HOSPITALS SERVICES EXPENSES,270.52,128.0
699175,2025-07,40992,2F7114,"MEDLINE INDUSTRIES, LP",83.31,39.0
TX0289,2024-04,40992,2F7114,CARDINAL HEALTH 213 INC,3531.13,1303.0
742130,2024-04,40992,2F7114,HOSPITALS SERVICES EXPENSES,1635.7200000000005,532.0
607358,2024-07,40992,2F7114,UNKNOWN,1029.2099999999998,377.0
AE2708,2024-07,40992,2F7114,"CARDINAL HEALTH 414, LLC",403.4999999999999,26.0
SD2190,2024-07,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",20.53,1.0
OH2008,2024-03,40992,2F7114,"MEDLINE INDUSTRIES, LP",689.97,327.0
765060,2025-01,40992,2F7114,"MEDLINE INDUSTRIES, LP",304.32,12.0
625066,2024-10,40992,2F7114,"MORRIS & DICKSON CO., L.L.C.",207.3,10.0
821414,2024-06,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",710.0799999999999,28.0
821541,2024-06,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1394.8,55.0
709158,2024-06,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",3558.4799999999996,243.0
MD0078,2024-06,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1169.84,56.0
CA2677,2024-08,40992,2F7114,"MEDLINE INDUSTRIES, LP",2495.6890000000003,808.0
709160,2024-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",872.03,248.0
733807,2024-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,328.48,16.0
AU3639,2024-07,40992,2F7114,UNKNOWN,1375.44,66.0
MA2011,2025-12,40992,2F7114,"MEDLINE INDUSTRIES, LP",184.16,8.0
MN2008,2025-12,40992,2F7114,"CARDINAL HEALTH 414, LLC",1695.36,883.0
792834,2024-05,40992,2F7114,"CARDINAL HEALTH 200, LLC",9693.32,266.0
IA2055,2025-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,23.02,1.0
CA2042,2024-11,40992,2F7114,"CARDINAL HEALTH 200, LLC",1394.67,52.0
646430,2024-11,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",718.38,142.0
LA0001,2024-11,40992,2F7114,"MEDLINE INDUSTRIES, LP",1211.27,59.0
662082,2025-03,40992,2F7114,BAXTER HEALTHCARE CORPORATION,92.08,4.0
619684,2024-10,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",102.6,4.0
AF6284,2024-07,40992,2F7114,"MEDLINE INDUSTRIES, LP",832.96,20.0
OH5031,2025-02,40992,2F7114,"HENRY SCHEIN, INC.",227.52,6.0
KY0111,2025-01,40992,2F7114,"MEDLINE INDUSTRIES, LP",1367.52,42.0
IL2010,2025-12,40992,2F7114,"CARDINAL HEALTH 414, LLC",989.73,21.0
TX0058,2024-06,40992,2F7114,BAXTER HEALTHCARE CORPORATION,912.9599999999999,36.0
CA3270,2024-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,304.32,12.0
WV0077,2024-09,40992,2F7114,BAXTER HEALTHCARE CORPORATION,760.8,30.0
VA0022,2024-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",381.15999999999997,12.0
821414,2024-09,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",532.5600000000001,21.0
658541,2025-11,40992,2F7114,"MEDLINE INDUSTRIES, LP",553.6700000000001,13.0
CA2241,2025-08,40992,2F7114,UNKNOWN,79.86000000000001,36.0
AI6913,2025-10,40992,2F7114,MCKESSON MEDICAL-SURGICAL INC.,206.6,4.0
WV0541,2024-03,40992,2F7114,"CARDINAL HEALTH 200, LLC",67.28999999999999,3.0
CA0007,2024-02,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1181.76,48.0
657957,2024-07,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",32.56,1.0
650914,2024-10,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,5359.2,1320.0
MD0002,2025-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1416.57,69.0
716794,2025-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,763.2,24.0
KY0026,2024-06,40992,2F7114,BAXTER HEALTHCARE CORPORATION,781.44,24.0
AE8992,2024-06,40992,2F7114,"HENRY SCHEIN, INC.",56.64,2.0
AI8188,2024-04,40992,2F7114,"MEDLINE INDUSTRIES, LP",49.28,56.0
657842,2024-08,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",63.06,36.0
709514,2024-12,40992,2F7114,"CARDINAL HEALTH 414, LLC",8.8,4.0
699621,2024-08,40992,2F7114,"HENRY SCHEIN, INC.",79.2,2.0
TX2003,2024-08,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1615.95,63.0
761886,2024-03,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",34.2,20.0
TX2006,2024-05,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1154.25,45.0
AE8985,2024-02,40992,2F7114,"MEDLINE INDUSTRIES, LP",423.28000000000003,13.0
758498,2025-11,40992,2F7114,"CARDINAL HEALTH 414, LLC",377.04,8.0
TX2301,2024-03,40992,2F7114,CARDINAL HEALTH 213 INC,195.12,72.0
WV0075,2024-09,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",109.95,5.0
AR0076,2024-10,40992,2F7114,MCKESSON CORPORATION,46.0,2.0
AT2053,2024-11,40992,2F7114,"MEDLINE INDUSTRIES, LP",46.49,1.0
NH2002,2024-01,40992,2F7114,"MEDLINE INDUSTRIES, LP",3667.92,116.0
808405,2025-02,40992,2F7114,CARDINAL HEALTH 213 INC,283.92,6.0
MA2007,2025-08,40992,2F7114,BAXTER HEALTHCARE CORPORATION,5870.1,255.0
TX2279,2024-02,40992,2F7114,CARDINAL HEALTH 213 INC,52.8,20.0
637740,2024-09,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",43.98,2.0
MA2007,2024-01,40992,2F7114,"CARDINAL HEALTH 414, LLC",470.597,22.0
742283,2025-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",90.63,3.0
WV0077,2025-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1124.4,24.0
746191,2025-03,40992,2F7114,UNKNOWN,5169.320000000001,2330.0
821640,2024-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",174.38000000000002,7.0
613609,2025-10,40992,2F7114,UNKNOWN,2069.1900000000005,831.0
IL2017,2025-06,40992,2F7114,"CARDINAL HEALTH 414, LLC",2403.63,51.0
CA0007,2024-09,40992,2F7114,"MEDLINE INDUSTRIES, LP",2865.68,113.0
647973,2024-09,40992,2F7114,"CARDINAL HEALTH 414, LLC",331.27,135.0
834815,2025-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",849.2,129.0
CA3548,2025-08,40992,2F7114,"MEDLINE INDUSTRIES, LP",1614.3300000000004,243.0
736301,2025-08,40992,2F7114,UNKNOWN,231.24,96.0
742287,2024-05,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",2941.7599999999998,116.0
MS0062,2024-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,389.37,33.0
631298,2024-07,40992,2F7114,"MEDLINE INDUSTRIES, LP",6249.670000000001,191.0
TX2502,2024-07,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",205.2,8.0
TN0065,2025-02,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,704.0999999999999,30.0
MA2039,2024-03,40992,2F7114,"VWR INTERNATIONAL, LLC",1607.2,10.0
709155,2025-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",823.3900000000001,280.0
SC2119,2024-01,40992,2F7114,"MEDLINE INDUSTRIES, LP",1141.2400000000002,556.0
CA0038,2025-12,40992,2F7114,"MEDLINE INDUSTRIES, LP",4041.42,2094.0
709153,2025-05,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",10297.03,707.0
845867,2025-10,40992,2F7114,BAXTER HEALTHCARE CORPORATION,92.08,4.0
685181,2024-05,40992,2F7114,"CARDINAL HEALTH 414, LLC",434.3500000000001,17.0
605386,2024-10,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1018.08,48.0
AI8188,2025-02,40992,2F7114,BAXTER HEALTHCARE CORPORATION RENAL DIVISION,444.5,21.0
636349,2024-07,40992,2F7114,MCKESSON CORPORATION,627.04,13.0
WI2004,2025-07,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",846.8299999999999,232.0
NE2023,2024-02,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",21.51,12.0
IA0002,2025-10,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",93.7,2.0
613009,2024-11,40992,2F7114,BAXTER HEALTHCARE CORPORATION,293.04,9.0
790234,2024-11,40992,2F7114,"MEDLINE INDUSTRIES, LP",5118.75,149.0
OK0138,2024-10,40992,2F7114,"MEDLINE INDUSTRIES, LP",186.57,9.0
IN2026,2024-06,40992,2F7114,MCKESSON MEDICAL-SURGICAL INC.,250.45000000000002,5.0
612583,2024-06,40992,2F7114,"CARDINAL HEALTH 414, LLC",332.46,90.0
643795,2024-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",227.43,9.0
NY2246,2024-05,40992,2F7114,BAXTER HEALTHCARE CORPORATION,4711.24,152.0
OR2026,2024-11,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1080.04,52.0
658122,2024-11,40992,2F7114,"MEDLINE INDUSTRIES, LP",976.8000000000001,30.0
IL2013,2025-12,40992,2F7114,BAXTER HEALTHCARE CORPORATION,184.16,8.0
685181,2025-05,40992,2F7114,"CARDINAL HEALTH 414, LLC",128.16,4.0
AZ2050,2024-08,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1623.04,64.0
VA0063,2025-06,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,46.94,2.0
633238,2024-11,40992,2F7114,BAXTER HEALTHCARE CORPORATION,50.72,2.0
WA2042,2025-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",124.6,6.0
NY2012,2024-12,40992,2F7114,BAXTER HEALTHCARE CORPORATION,586.08,18.0
658412,2025-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",4822.4,110.0
631298,2024-11,40992,2F7114,UNKNOWN,510.23,171.0
644409,2025-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",37.64,1.0
AW4604,2025-12,40992,2F7114,BAXTER HEALTHCARE CORPORATION,46.04,2.0
NY2020,2025-11,40992,2F7114,"MEDLINE INDUSTRIES, LP",229.25,7.0
SD2020,2025-06,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",42.48,1.0
AF6284,2024-01,40992,2F7114,"MEDLINE INDUSTRIES, LP",489.96,12.0
PA2007,2025-05,40992,2F7114,BAXTER HEALTHCARE CORPORATION,92.08,4.0
742131,2024-02,40992,2F7114,HOSPITALS SERVICES EXPENSES,152.16,6.0
742116,2024-08,40992,2F7114,BAXTER HEALTHCARE CORPORATION,586.08,18.0
714814,2024-06,40992,2F7114,CARDINAL HEALTH 213 INC,98.67,3.0
NM2003,2024-03,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",20.53,1.0
CA2036,2024-03,40992,2F7114,BAXTER HEALTHCARE CORPORATION,706.9200000000001,22.0
728267,2024-09,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",513.2,32.0
VA0085,2025-08,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,23.47,1.0
KY0026,2024-09,40992,2F7114,BAXTER HEALTHCARE CORPORATION,363.13,13.0
625066,2024-09,40992,2F7114,BAXTER HEALTHCARE CORPORATION,124.74,6.0
AZ2084,2024-09,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1220.06,53.0
AI8349,2025-04,40992,2F7114,"MEDLINE INDUSTRIES, LP",63.6,2.0
746187,2024-04,40992,2F7114,UNKNOWN,959.0999999999998,507.0
808386,2024-12,40992,2F7114,"CARDINAL HEALTH 414, LLC",112.73,3.0
NY2020,2025-06,40992,2F7114,"MEDLINE INDUSTRIES, LP",183.20999999999998,5.0
792727,2025-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1038.25,25.0
746187,2025-08,40992,2F7114,UNKNOWN,1220.16,492.0
MN2019,2024-12,40992,2F7114,BAXTER HEALTHCARE CORPORATION,964.9100000000001,47.0
650914,2025-07,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,5893.419999999998,129.0
AT4568,2024-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1124.7330000000002,34.0
763780,2024-03,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",906.5199999999999,524.0
742134,2024-03,40992,2F7114,HOSPITALS SERVICES EXPENSES,781.91,370.0
742134,2024-10,40992,2F7114,HOSPITALS SERVICES EXPENSES,494.50000000000006,212.0
709155,2024-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",844.8599999999999,257.0
620596,2024-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",2262.6000000000004,1367.0
TN0006,2024-06,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,1128.4599999999998,34.0
WA2009,2024-05,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",2180.96,86.0
664161,2025-05,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,1220.44,52.0
PA2457,2024-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,410.6,20.0
TX0024,2025-03,40992,2F7114,BAXTER HEALTHCARE CORPORATION,667.8,21.0
799963,2025-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",18216.63,603.0
CA2581,2024-07,40992,2F7114,BAXTER HEALTHCARE CORPORATION,985.44,48.0
CA2247,2024-08,40992,2F7114,BAXTER HEALTHCARE CORPORATION,456.48,18.0
741575,2024-10,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1970.88,96.0
WA2009,2025-02,40992,2F7114,"MEDLINE INDUSTRIES, LP",294.12,6.0
NC0017,2025-10,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",357.02000000000004,13.0
778938,2025-07,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",342.24,16.0
NY2371,2024-05,40992,2F7114,"MEDLINE INDUSTRIES, LP",407.20000000000005,16.0
661206,2024-05,40992,2F7114,MCKESSON MEDICAL-SURGICAL INC.,156.72,3.0
723805,2024-02,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1107.03,495.0
AA6530,2024-09,40992,2F7114,"MEDLINE INDUSTRIES, LP",331.84,16.0
NY2488,2025-01,40992,2F7114,MOHAWK HEALTHCARE,438.30000000000007,9.0
758552,2024-07,40992,2F7114,"MEDLINE INDUSTRIES, LP",126.8,5.0
656365,2024-12,40992,2F7114,"HENRY SCHEIN, INC.",36.0,20.0
644702,2025-05,40992,2F7114,HOSPITALS SERVICES EXPENSES,259.70000000000005,98.0
NV2001,2024-06,40992,2F7114,UNKNOWN,124.14999999999996,65.0
649386,2024-04,40992,2F7114,"MEDLINE INDUSTRIES, LP",1255.23,27.0
741595,2024-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",414.08,20.0
683690,2024-07,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1019.5999999999999,480.0
745175,2025-08,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1613.77,68.0
741575,2024-06,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",585.2,28.0
VA0209,2024-08,40992,2F7114,"CARDINAL HEALTH 414, LLC",2188.16,64.0
MN2006,2024-11,40992,2F7114,"CARDINAL HEALTH 414, LLC",167.58,98.0
NE2003,2024-11,40992,2F7114,UNKNOWN,5.76,3.0
IL2185,2024-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",965.0799999999999,46.0
MD2001,2025-11,40992,2F7114,"MEDLINE INDUSTRIES, LP",934.5999999999999,20.0
CA0007,2024-08,40992,2F7114,"MEDLINE INDUSTRIES, LP",2865.68,113.0
TX2005,2024-11,40992,2F7114,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES",311.8,5.0
758552,2024-01,40992,2F7114,"MEDLINE INDUSTRIES, LP",49.24,2.0
IN0028,2025-12,40992,2F7114,BAXTER HEALTHCARE CORPORATION,94.94,4.0
SC2115,2024-03,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",32.89,1.0
658122,2024-01,40992,2F7114,"MEDLINE INDUSTRIES, LP",379.44,12.0
NY2063,2025-09,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1300.75,55.0
605386,2025-02,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",212.1,10.0
KY0026,2024-06,40992,2F7114,MCKESSON MEDICAL-SURGICAL INC.,313.1,10.0
CA2663,2024-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,228.24,9.0
WA2031,2024-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",477.71,23.0
LA0120,2024-05,40992,2F7114,BAXTER HEALTHCARE CORPORATION,253.6,10.0
CA2023,2024-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,32.56,1.0
773725,2024-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",42.78,2.0
777284,2024-08,40992,2F7114,BAXTER HEALTHCARE CORPORATION,195.36,6.0
649486,2024-12,40992,2F7114,BAXTER HEALTHCARE CORPORATION,20.63,1.0
605386,2025-09,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",211.95,9.0
788019,2024-07,40992,2F7114,BAXTER HEALTHCARE CORPORATION,618.37,18.0
658415,2025-06,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",526.08,12.0
MD0024,2025-11,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",2827.44,132.0
739214,2024-01,40992,2F7114,UNKNOWN,224.45,119.0
FL0201,2024-01,40992,2F7114,"CARDINAL HEALTH 414, LLC",809.6000000000003,32.0
644409,2024-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",26.312,1.0
685181,2025-10,40992,2F7114,"CARDINAL HEALTH 414, LLC",288.36,9.0
WI2008,2025-10,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",302.99,83.0
MD2213,2024-10,40992,2F7114,"MEDLINE INDUSTRIES, LP",11424.949999999999,2120.0
742132,2025-06,40992,2F7114,HOSPITALS SERVICES EXPENSES,222.60000000000002,84.0
IL5045,2024-02,40992,2F7114,HOSPITALS SERVICES EXPENSES,5980.730000000001,1356.0
711828,2025-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,246.36,12.0
805555,2025-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,380.4,15.0
CA2035,2025-07,40992,2F7114,"CARDINAL HEALTH 200, LLC",2718.7200000000003,174.0
AZ2083,2024-04,40992,2F7114,UNKNOWN,96.74000000000001,51.0
OK0138,2024-07,40992,2F7114,BAXTER HEALTHCARE CORPORATION,13857.75,675.0
NM2004,2024-03,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",138.55,37.0
KY0106,2025-04,40992,2F7114,BAXTER HEALTHCARE CORPORATION,345.3,15.0
NY2306,2025-04,40992,2F7114,"CARDINAL HEALTH 414, LLC",1205.7600000000002,628.0
FL0103,2024-06,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1774.0199999999998,1023.0
KY0106,2025-09,40992,2F7114,BAXTER HEALTHCARE CORPORATION,966.8399999999999,42.0
IN2002,2024-03,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,1176.57,45.0
741575,2025-06,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1646.7000000000003,71.0
736202,2024-04,40992,2F7114,"CARDINAL HEALTH 414, LLC",102.36,4.0
645092,2024-10,40992,2F7114,"CARDINAL HEALTH 414, LLC",5675.490000000001,3319.0
WY2002,2025-10,40992,2F7114,UNKNOWN,39.940000000000005,18.0
NY2166,2025-12,40992,2F7114,"MEDLINE INDUSTRIES, LP",1381.2,60.0
693885,2024-02,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",636.795,33.0
OR2026,2024-02,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1080.04,52.0
AY7811,2025-02,40992,2F7114,"MEDLINE INDUSTRIES, LP",722.16,17.0
NE2003,2024-04,40992,2F7114,UNKNOWN,41.8,22.0
658406,2024-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,30881.760000000002,976.0
714209,2024-07,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",315.0,12.0
AE8646,2024-03,40992,2F7114,"HENRY SCHEIN, INC.",445.13999999999993,7.0
658406,2024-11,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",26471.28,813.0
WV0150,2025-06,40992,2F7114,"CARDINAL HEALTH 200, LLC",15.92,4.0
NC0106,2025-04,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",350.72,8.0
623223,2024-06,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",162.8,5.0
NY2125,2025-05,40992,2F7114,CARDINAL HEALTH 213 INC,423.35999999999996,216.0
MA2170,2024-01,40992,2F7114,BAXTER HEALTHCARE CORPORATION,544.86,27.0
825511,2025-10,40992,2F7114,BAXTER HEALTHCARE CORPORATION,23.02,1.0
NY2043,2025-03,40992,2F7114,"MEDLINE INDUSTRIES, LP",339.84,8.0
742127,2024-11,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1562.88,48.0
693371,2025-01,40992,2F7114,HOSPITALS SERVICES EXPENSES,376.1700000000001,145.0
NY2159,2024-01,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,725.55,35.0
777645,2024-10,40992,2F7114,BAXTER HEALTHCARE CORPORATION,405.76,16.0
NY2319,2024-09,40992,2F7114,"MEDLINE INDUSTRIES, LP",65.12,2.0
WY2002,2024-05,40992,2F7114,UNKNOWN,15.280000000000001,8.0
638396,2025-06,40992,2F7114,BAXTER HEALTHCARE CORPORATION,8835.84,208.0
703132,2024-06,40992,2F7114,BAXTER HEALTHCARE CORPORATION,97.68,3.0
613009,2024-12,40992,2F7114,"MEDLINE INDUSTRIES, LP",561.85,17.0
825511,2024-08,40992,2F7114,"MEDLINE INDUSTRIES, LP",20.89,1.0
AU5093,2024-05,40992,2F7114,"CARDINAL HEALTH 414, LLC",76.77,3.0
NE2039,2024-03,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",21.51,1.0
CA2042,2025-03,40992,2F7114,"CARDINAL HEALTH 200, LLC",3692.22,97.0
711821,2025-11,40992,2F7114,"MEDLINE INDUSTRIES, LP",329.22,93.0
699175,2024-04,40992,2F7114,"MEDLINE INDUSTRIES, LP",113.04999999999998,54.0
NC0071,2024-01,40992,2F7114,CARDINAL HEALTH 213 INC,511.04,16.0
CA3548,2025-10,40992,2F7114,"MEDLINE INDUSTRIES, LP",1701.0800000000002,233.0
841462,2024-10,40992,2F7114,"CARDINAL HEALTH 414, LLC",9399.680000000002,91.0
635835,2024-02,40992,2F7114,"MEDLINE INDUSTRIES, LP",130.0,5.0
606404,2025-08,40992,2F7114,CARDINAL HEALTH 213 INC,2460.8399999999997,1283.0
PA2457,2024-12,40992,2F7114,BAXTER HEALTHCARE CORPORATION,615.9000000000001,30.0
CA2042,2025-05,40992,2F7114,"CARDINAL HEALTH 200, LLC",3840.8999999999996,117.0
NY2050,2025-02,40992,2F7114,"CARDINAL HEALTH 414, LLC",233.60999999999999,119.0
709157,2025-07,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",3313.35,137.0
658411,2024-03,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",315.65,5.0
NV2001,2024-01,40992,2F7114,UNKNOWN,84.03999999999999,44.0
633238,2024-03,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",2231.68,88.0
792834,2024-05,40992,2F7114,"MEDLINE INDUSTRIES, LP",3934.8899999999994,117.0
718510,2024-06,40992,2F7114,"MEDLINE INDUSTRIES, LP",1091.61,27.0
HI2001,2025-09,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1223.5200000000002,24.0
AT4570,2025-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",151.06,9.0
MD0056,2024-07,40992,2F7114,"MEDLINE INDUSTRIES, LP",1170.21,57.0
739214,2025-03,40992,2F7114,UNKNOWN,168.64999999999998,81.0
TN0061,2025-04,40992,2F7114,CONCORDANCE HEALTHCARE SOLUTIONS LLC,3379.6799999999994,144.0
763778,2025-04,40992,2F7114,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",63.69,33.0
635987,2024-08,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",562.01,68.0
CA2653,2024-08,40992,2F7114,BAXTER HEALTHCARE CORPORATION,1521.6,60.0
752156,2024-10,40992,2F7114,BAXTER HEALTHCARE CORPORATION,152.16,6.0
MA2039,2025-02,40992,2F7114,THE CLAFLIN COMPANY,7663.799999999999,241.0
658415,2025-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",1315.1999999999998,30.0
WI2005,2024-02,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",871.58,226.0
710636,2025-06,40992,2F7114,"MEDLINE INDUSTRIES, LP",64.09,30.0
AE8981,2024-09,40992,2F7114,"MEDLINE INDUSTRIES, LP",735.4399999999999,29.0
TX0104,2025-01,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",767.4000000000001,30.0
613009,2025-03,40992,2F7114,BAXTER HEALTHCARE CORPORATION,293.04,9.0
742280,2024-12,40992,2F7114,"OWENS & MINOR DISTRIBUTION, INC.",50.72,2.0
