report_category,manufacturer_normalized,manufacturer_name_raw,manufacturer_catalog_number,Product_Description,contract_category,total_observed_spend,transaction_count
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460769,ADVANCED APPLICATIONS,COMPUTED TOMOGRAPHY,15155.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14434185,SYNGO DYNACT MICRO OPTION FOR ARTIS Q,COMPUTED TOMOGRAPHY,31534.75,6
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456255,SINGLE VOXEL SPECTROSCOPY #VI,COMPUTED TOMOGRAPHY,19198.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14410345,COOLING SYSTEM WATER/AIR #SPLIT CT - SOMATOM DEFINITION EDGE/FLASH/CT FORCE,COMPUTED TOMOGRAPHY,8660.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10141785,TUBE X-RAY STRATON MX P46 F/CT SIEMEN MEDICAL SOLUTION,COMPUTED TOMOGRAPHY,759414.44,4
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460295,ADVANCED HOST COMPUTER,COMPUTED TOMOGRAPHY,21757.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10395099,PULLEY BELT INTENSE ASSEMBLY F/CT SCAN,COMPUTED TOMOGRAPHY,676.5,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10162063,ASSEMBLY SIGNAL BRUSH CT,COMPUTED TOMOGRAPHY,5082.8,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14469069,COMPONENT CT SCAN SHOULDER SHAPE MEDICAL IMAGING ASSEMBLY,COMPUTED TOMOGRAPHY,12480.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14402986,HEAD REST CT - SOMATOM DEFINITION FLASH/FORCE,COMPUTED TOMOGRAPHY,314.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460161,MR GENERAL ENGINE #VI,COMPUTED TOMOGRAPHY,13.0,13
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460009,WALL SUPPORT COMPRESSION PLATE,COMPUTED TOMOGRAPHY,2189.0,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",AXD_RIG_DIGRAD_STD,RIGGING RADIOLOGY STANDARD DIGRAD,COMPUTED TOMOGRAPHY,148200.0,15
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460975,ADAPT. 3D INTERVENT. SUITE WIRELESS,COMPUTED TOMOGRAPHY,34639.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14482917,SYSTEM MEDICAL COMPUTED TOMOGRAPHY SCAN DEEP RESOLVE PRO,COMPUTED TOMOGRAPHY,820490.0,9
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14408060,ADDITIONAL ARM FIXATION CT - SOMATOM AS 64,COMPUTED TOMOGRAPHY,599.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14408182,POSITIONER PATIENT HEAD TILTABLE F/SOMATOM AS 64,COMPUTED TOMOGRAPHY,4389.0,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14436665,2/10/16CH SENTINELLE BREASTCOIL #AE,COMPUTED TOMOGRAPHY,468000.0,5
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14420756,MATTRESS WITH SPILL PROTECTION CT - SOMATOM AS 64,COMPUTED TOMOGRAPHY,2246.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14446026,SYNGO DYNA4D,COMPUTED TOMOGRAPHY,170543.56,6
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10272707,BOARD SPLITTER VIDEO D234 V2 UROSKOP CIRCUIT,COMPUTED TOMOGRAPHY,3187.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10161804,SET EMC BRUSH F/MEDICAL COMPUTED TOMOGRAPHY,COMPUTED TOMOGRAPHY,3921.7499999999995,4
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460002,SOFTCOMP PLATE 18X24,COMPUTED TOMOGRAPHY,2526.0,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",CT_INST_RIEDEL_01,RIEDEL CHILLER START-UP BY SBT CT - SOMATOM DEFINITION FLASH W/STELLAR SYSTEM,COMPUTED TOMOGRAPHY,6.0,6
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456214,"STANDARD COIL PACKAGE, 64-CH #VI",COMPUTED TOMOGRAPHY,131352.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14448987,WLAN,COMPUTED TOMOGRAPHY,18432.0,6
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",4SPAS014,LOW CONTRAST CT PHANTOM & HOLDER,COMPUTED TOMOGRAPHY,48672.0,19
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",8096716,MATTRESS CT SCANNER F/STANDARD TABLETOP/SOMATOM GO ALL 2020,COMPUTED TOMOGRAPHY,9123.0,4
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14475314,SYSTEM MEDICAL COMPUTED TOMOGRAPHY SCAN START TIMER VI,COMPUTED TOMOGRAPHY,102361.0,7
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14410232,MATTRESS FOR MPT STANDARD TABLETOP CT - SOMATOM AS 64,COMPUTED TOMOGRAPHY,624.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14444243,IMAR #AWP CT - SOMATOM AS 64,COMPUTED TOMOGRAPHY,25500.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14402988,MATTRESS POSITIONER F/TABLE EXTENSION QUOTE CPQ-471561,COMPUTED TOMOGRAPHY,767.0,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14459976,STANDARD COMPRESSION PLATE 18X24 L,COMPUTED TOMOGRAPHY,1404.0,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14418290,VIDEO MANAGER OUT F/UROSKOP OMNIA MAX,COMPUTED TOMOGRAPHY,2847.0,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456213,ADD. BIOMATRIX DOCK.TABLE W/ EDRIVE,COMPUTED TOMOGRAPHY,87360.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460676,HIGH-SPEED 0.25 S ROTATION,COMPUTED TOMOGRAPHY,73608.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14430492,BODY 18 LONG #SK,COMPUTED TOMOGRAPHY,54808.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14428528,POSITIONER RADIOLOGY TILTABLE HEAD HOLDER CT,COMPUTED TOMOGRAPHY,1716.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456232,DTI PACKAGE #VI,COMPUTED TOMOGRAPHY,133081.0,5
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14402989,KNEE AND LEG SUPPORT CT - SOMATOM DEFINITION FLASH/FORCE,COMPUTED TOMOGRAPHY,2096.0,4
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14436591,DETECTOR RADIOLOGY MAX WI-D F/YSIO MAX/MULTITOM RAX,COMPUTED TOMOGRAPHY,368397.0,6
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14449417,MULTI-PURPOSE TABLE,COMPUTED TOMOGRAPHY,54124.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460008,INSERT 3D BIOPSY COMPR. PLATE LAT.,COMPUTED TOMOGRAPHY,449.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14448983,LUMINOS AGILE MAX,COMPUTED TOMOGRAPHY,5099567.2,17
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",6644541,CABLE EKG TRUNK 4MM 3.8M IEC2 10-LEAD DIN CONNECTOR GRAY ADULT,PHYSIOLOGICAL MONITORING SYSTEMS,1618.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",8618196,COVER CT SCAN FRONT RIGHT 8618196,COMPUTED TOMOGRAPHY,1239.75,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",AXA_RIG_ZEESP_STD,STANDARD RIGGING ZEE SP,COMPUTED TOMOGRAPHY,14040.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456211,ADD. BIOMATRIX DOCKABLE TABLE #VI,COMPUTED TOMOGRAPHY,83190.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14448961,"GRID, 13/92 F140",COMPUTED TOMOGRAPHY,21677.0,12
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10569510,SHUTTER CT SCAN RAD/FLUOROSCOPY ROOM CONTINUOUS X-RAY BEAM,COMPUTED TOMOGRAPHY,336.75,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10663542,CONTROLLER DAS CT SCAN DASCON M2 SYSFTX,COMPUTED TOMOGRAPHY,9190.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14449101,ENDOSCOPY SHELF,COMPUTED TOMOGRAPHY,3771.0,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14449804,ADDITIONAL ARM FIXATION,COMPUTED TOMOGRAPHY,300.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10191419,COVER CATHETER BAG HOLDER 85INL SLICKER,COMPUTED TOMOGRAPHY,39878.75,67
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14459995,SPOTPLUS COMPRESSION PLATE,COMPUTED TOMOGRAPHY,1872.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14448930,80 KW UPGRADE,COMPUTED TOMOGRAPHY,31368.0,8
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456327,WARP & ADVANCED WARP #VI,COMPUTED TOMOGRAPHY,11.0,11
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14446025,SYNGO DYNACT SMART,COMPUTED TOMOGRAPHY,131187.2,6
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456229,HIGH-END COMPUTING [204X64] #VI,COMPUTED TOMOGRAPHY,129958.0,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456237,ADVANCED CARDIAC INCL. PSIR #VI,COMPUTED TOMOGRAPHY,7.0,7
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",3804692,ASSEMBLY BRUSH CARBON F/CT SCANNER,COMPUTED TOMOGRAPHY,26582.0,4
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10521453,UNDER FLOOR PHS CABLE SPECT SYMBIA EVO,COMPUTED TOMOGRAPHY,2390.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14436600,GRID CASSETTE MAX MINI F115 5/85 CLIP-ON F/YSIO MAX/MULTITOM RAX,COMPUTED TOMOGRAPHY,5315.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",8096815,HOLDER HEAD TILTABLE F/ CT SCANNER,COMPUTED TOMOGRAPHY,83804.94,14
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14482574,SET AID POSITIONING FIXATION COMPUTED TOMOGRAPHY SCAN,COMPUTED TOMOGRAPHY,2211.0,5
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456267,CS GRASP-VIBE #VI,COMPUTED TOMOGRAPHY,117490.0,4
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14428038,FAST SPINE #AWP CT FORCE,COMPUTED TOMOGRAPHY,46800.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14449079,DCS 1 WITH 1 DISPLAY,COMPUTED TOMOGRAPHY,68315.0,5
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",08097078,MATTRESS POSITIONING W/ IMPROVED TABLE F/CT SCAN,COMPUTED TOMOGRAPHY,31570.56,7
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14428372,MATTRESS WITH SPILL PROTECTION CT-PERSPECTIVE16/32/64/128-SLICE,COMPUTED TOMOGRAPHY,2184.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",08098084,CONTROL PANEL GANTRY F/CT SCANNER,COMPUTED TOMOGRAPHY,4049.5,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10430801,UNIT MEDICAL COMPUTED TOMOGRAPHY F/TESTED EXCHANGE PDS P47.,COMPUTED TOMOGRAPHY,5655.35,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460227,TIM PLANNING SUITE #VI,COMPUTED TOMOGRAPHY,13.0,13
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",8615952,BELT RETAINING 3.9IN F/CT SCANNER TABLE,COMPUTED TOMOGRAPHY,4107.58,7
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",3818254,ASSEMBLY BRUSH CARBON F/CT SCANNER 3818254,COMPUTED TOMOGRAPHY,10175.0,4
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14443229,MULTI MODALITY VIEWING,COMPUTED TOMOGRAPHY,3297.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14420929,MATTRESS FOR PATIENT TABLE CT - SOMATOM AS64/ASPLUS,COMPUTED TOMOGRAPHY,749.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14440672,ADMIRE CT SOMATOM FORCE,COMPUTED TOMOGRAPHY,108248.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456221,SHOULDER SHAPE 16 #VI,COMPUTED TOMOGRAPHY,52478.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460840,UPGR. AS64>AS+ W. STELLAR DETECTOR,COMPUTED TOMOGRAPHY,183024.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460003,2D BIOPSY COMPRESSION PLATE,COMPUTED TOMOGRAPHY,2246.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14428164,BODY RESTRAINT SET CT - SOMATOM DEFINITION FLASH/FORCE,COMPUTED TOMOGRAPHY,4200.0,5
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",11296055,DRIVE HARD DISK SATA 500GB 7.2K F/SIEMENS,COMPUTED TOMOGRAPHY,809.2,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460046,VERTICAL HOLDER EVIVA,COMPUTED TOMOGRAPHY,1855.5,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",07741692,KIT INSULATION SCANNER CT,COMPUTED TOMOGRAPHY,934.0500000000001,4
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10144074,SET CALIBRATION DEVICE F/RADIOTHERAPHY LOTO,COMPUTED TOMOGRAPHY,1123.5,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",PSPD250480Y3K,SURGE PROTECTIVE DEVICE (SPD) CT-PERSPECTIVE/SOMATOM,COMPUTED TOMOGRAPHY,50761.0,16
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14408231,HIGH CAP. PATIENT & TRAUMA TAB.TOP CT - SOMATOM DEFINITION EDGE/FLASH/CT FORCE,COMPUTED TOMOGRAPHY,21650.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14440627,ADAPTIVE 4D SPIRAL W/ ADAPTIVE DOSE SHIELD CT FORCE,COMPUTED TOMOGRAPHY,34320.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10590101,CONTROLLER RADIOLOGY 512E RAID 2TB 3.5IN F/IRS MX4B DISK SATA,COMPUTED TOMOGRAPHY,12304.25,4
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14426332,TX/RX CP HEAD COIL #AE,COMPUTED TOMOGRAPHY,416125.0,10
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14402987,TABLE EXTENSION CT - SOMATOM DEFINITION FLASH/FORCE,COMPUTED TOMOGRAPHY,1348.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10413526,PHS EXTENDED PIVOT F/SYMBIA,COMPUTED TOMOGRAPHY,257.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460051,HOLDER SET MAMMOTOME REVOLVE,COMPUTED TOMOGRAPHY,10112.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10273914,AUTOQC SOURCE KIT F/SYMBIA,COMPUTED TOMOGRAPHY,14420.0,4
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14408232,HIGH CAP. PATIENT & TRAUMA ACC KIT CT - SOMATOM DEFINITION EDGE/FLASH/CT FORCE,COMPUTED TOMOGRAPHY,1732.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",8614294,ASSEMBLY VERTICAL VERTICAL LIFT DRIVE UNIT F/CT SCANNER,COMPUTED TOMOGRAPHY,0.01,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14436668,16-CH SENTINELLE BREAST COIL #SK,COMPUTED TOMOGRAPHY,144196.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460768,REAR COVER INCL. TOUCH PANELS,COMPUTED TOMOGRAPHY,4330.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14443202,REFERENCE IMAGE FOR FL-C LUMINOS AGILE MAX,COMPUTED TOMOGRAPHY,1212.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14421330,CARDIOLOGY ENGINE 4DM F/SYMBIA,COMPUTED TOMOGRAPHY,58239.0,4
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14411235,LOCATOR RADIOLOGY F/MULTITOM RAX LASER LIGHT,COMPUTED TOMOGRAPHY,520.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456202,TIM [204X64] XT GRADIENT #VI,COMPUTED TOMOGRAPHY,700544.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14448960,"GRID, 13/92 F115",COMPUTED TOMOGRAPHY,21677.0,12
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456228,SYSTEM START TIMER #VI,COMPUTED TOMOGRAPHY,13.0,13
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460681,FORCE READING - ADVANCED,COMPUTED TOMOGRAPHY,28144.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14449803,HEAD-ARM REST,COMPUTED TOMOGRAPHY,749.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14443195,SYSTEM RADIOLOGY LUMINOS 65KW 48-98CM TABLE MOBILE MOTORIZED MAX WI-D DETECTOR TILTING LIGHTWEIGHT HANDLE 300KG CAPACITY,COMPUTED TOMOGRAPHY,405779.0,6
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460613,FOOT SWITCH FOR PAT.TABLE CONTROL,COMPUTED TOMOGRAPHY,2006.0,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14433611,COMPUTER DESK; HEIGHT ADJUST 110V CT - SOMATOM AS 64,COMPUTED TOMOGRAPHY,3370.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14408037,HEARTVIEW CT CT - SOMATOM AS 64,COMPUTED TOMOGRAPHY,106076.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",XPRF_FOLLOWUP_16,TRAINING MEDICAL 16-HOUR FOLLOW-UP F/MULTITOM RAX,COMPUTED TOMOGRAPHY,5299.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14441810,BODY 30 #3T,COMPUTED TOMOGRAPHY,87568.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14459986,DETAIL COMPRESSION PLATE 9X9,COMPUTED TOMOGRAPHY,936.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14459867,HD ENDOSTORE,COMPUTED TOMOGRAPHY,3489.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10567156,PANEL INTERVENTIONAL IVP-REDESIGN F/CT SCANNER,COMPUTED TOMOGRAPHY,6017.2,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14430491,BODY 18 LONG #AE,COMPUTED TOMOGRAPHY,145152.0,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456328,BIOMATRIX TECHNOLOGY #VI,COMPUTED TOMOGRAPHY,8.0,8
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460047,HOLDER SET EVIVA,COMPUTED TOMOGRAPHY,5056.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14417468,SUPPORT LEG LEFT AND RIGHT F/GYNECOLOGICAL AND UROLOGICAL EXAM W/FRAME CLAMPING BOLTS,COMPUTED TOMOGRAPHY,8594.0,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14402979,MATTRESS FOR PATIENT TABLE CT - SOMATOM DEFINITION EDGE/FLASH/CT FORCE,COMPUTED TOMOGRAPHY,374.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456227,CS CARDIAC CINE #VI,COMPUTED TOMOGRAPHY,147680.0,6
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14446029,SYNGO NEEDLEGUIDANCE,COMPUTED TOMOGRAPHY,12480.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14428864,TABLETOP RECOGNITION F/YSIO MAX,COMPUTED TOMOGRAPHY,671.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10656056,MONITOR LCD 19IN DSC1913-D F/CT DEVICES,COMPUTED TOMOGRAPHY,3601.6,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10267591,SET COPPER FOIL SELF-ADHESIVE F/CT SCANNER,COMPUTED TOMOGRAPHY,200.85,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10162062,ASSEMBLY POWER BRUSH,COMPUTED TOMOGRAPHY,48185.25,8
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",10610161,CONTAINER COMPENSATION TRANSPORT F/CT,COMPUTED TOMOGRAPHY,18818.0,2
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14448985,YSIO MAX OPTION,COMPUTED TOMOGRAPHY,270520.0,6
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456241,SEPARATOR 60KW/75KW #VI,COMPUTED TOMOGRAPHY,270400.0,13
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",PW5P850G,EATON 5P 850G TOWER UPS MULTITOM RAX,COMPUTED TOMOGRAPHY,2912.0,4
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460849,FAST IRS,COMPUTED TOMOGRAPHY,37437.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14408064,PEDIATRIC CRADLE CT - SOMATOM AS 64,COMPUTED TOMOGRAPHY,1872.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14459978,STANDARD COMPRESSION PLATE 24X30 L,COMPUTED TOMOGRAPHY,1404.0,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456238,PERIPHERAL PULSE UNIT #VI,COMPUTED TOMOGRAPHY,57214.0,15
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460001,SOFTCOMP PLATE 12X24,COMPUTED TOMOGRAPHY,2808.0,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14456282,POSITIONING AIDS SHOULDER&ANKLE #VI,COMPUTED TOMOGRAPHY,20280.0,13
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14421368,ORGAN PROCESSING FOR SYMBIA F/SYMBIA,COMPUTED TOMOGRAPHY,40615.0,4
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14436601,CHARGER RADIOLOGY F/MAX WI-D/MAX MINI/YSIO MAX/MULTITOM RAX,COMPUTED TOMOGRAPHY,18716.0,6
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460162,TIM WHOLE BODY SUITE #VI,COMPUTED TOMOGRAPHY,12.0,12
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14430802,DUAL 19IN MONITOR #AWP CT - SOMATOM DEFINITION EDGE/FLASH/CT FORCE,COMPUTED TOMOGRAPHY,4690.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14441495,TABLE SIDE RAILS CT FORCE,COMPUTED TOMOGRAPHY,1515.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14447378,CARE CONTRAST III,COMPUTED TOMOGRAPHY,11232.0,1
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460776,SOMATOM DRIVE,COMPUTED TOMOGRAPHY,9311841.0,5
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14460249,UPS SYSTEM #VI,COMPUTED TOMOGRAPHY,42860.0,13
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14428165,STRAP POSITIONING RESTRAINT 400MML SOMATOM,COMPUTED TOMOGRAPHY,16634.0,17
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",CT_BTL_INSTALL,RIGGING CT SCAN STANDARD INSTALLATION-BTL,COMPUTED TOMOGRAPHY,28080.0,3
CT,SIEMENS,"SIEMENS MEDICAL SOLUTIONS USA, INC.",14436599,DETECTOR RADIOLOGY MAX MINI F115 24CM X 30CM X 1.6CM 1.6KG CESIUM IODIDE F/YSIO MAX/MULTITOM RAX,COMPUTED TOMOGRAPHY,65469.0,1
